QID,Config,Run,Exact,Semantic,Citation,ESS,Claim Support Rate,Citation Accuracy,LLM Judge,Confidence,Final
Q045,B,2,0.0,0.10110151623036148,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6,0.0,0.38022030324607226
Q067,B,2,0.0,0.0820856492680024,0.8,0.0,0.0,0.8,0.0,0.0,0.01641712985360048
Q058,B,2,0.0,0.42458517289245695,0.75,0.0,0.0,0.75,0.6,0.0,0.4449170345784914
Q064,B,2,0.0,0.5339494482550211,0.5,0.0,0.0,0.5,0.8,0.0,0.5867898896510042
Q088,B,2,0.0,0.1566575054733178,0.5,0.0,0.0,0.5,0.2,0.0,0.15133150109466356
Q085,B,2,0.0,0.3501746267226755,0.0,0.0,0.0,0.0,0.0,0.0,0.0700349253445351
Q045,B,3,0.0,0.1925206656694044,0.6666666666666666,0.0,0.0,0.6666666666666666,0.4,0.0,0.2785041331338809
Q067,B,3,0.0,0.07753205501552204,0.6,0.0,0.0,0.6,0.0,0.0,0.01550641100310441
Q058,B,3,0.0,0.42458517289245695,0.5,0.0,0.0,0.5,0.6,0.0,0.4449170345784914
Q064,B,3,0.0,0.5339494482550211,0.5,0.0,0.0,0.5,0.8,0.0,0.5867898896510042
Q088,B,3,0.0,0.1566575054733178,0.5,0.0,0.0,0.5,0.2,0.0,0.15133150109466356
Q085,B,3,0.0,0.16795232846547284,0.75,0.0,0.0,0.75,0.2,0.0,0.15359046569309456
Q091,B,3,0.0,0.10849654044272887,0.6666666666666666,0.0,0.0,0.6666666666666666,0.4,0.0,0.26169930808854575
Q094,B,3,0.0,0.2409215334987374,0.6666666666666666,0.0,0.0,0.6666666666666666,0.8,0.0,0.5281843066997475
Q124,B,3,0.0,0.13661004298301307,0.5,0.0,0.0,0.5,0.0,0.0,0.027322008596602616
Q116,B,3,0.0,0.6064552310466783,1.0,0.0,0.0,1.0,0.8,0.0,0.6012910462093357
Q137,B,3,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.3
Q133,B,3,0.0,0.04382799779539186,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.008765599559078371
Q004,C,1,0.0,0.9220884450605699,0.5,0.0,0.4166666666666667,1.0,0.99,0.70495671669324,0.778417689012114
Q009,C,1,0.0,0.11595616371673087,0.4,0.0,0.25,1.0,0.6,0.6475418103998175,0.38319123274334616
Q002,C,1,0.0,0.5161599480837087,0.5,0.0,0.5,1.0,0.8,0.7291289851799194,0.5832319896167417
Q033,C,1,0.0,0.05982395532016351,0.6,0.0,0.8,1.0,0.5,0.7873630119968257,0.3119647910640327
Q027,C,1,0.0,0.47922927245403296,1.0,0.0,1.0,1.0,0.8,0.8178360439504825,0.5758458544908066
Q031,C,1,0.0,0.15622468300840164,0.75,0.0,0.0,1.0,0.8,0.46760734166347084,0.5112449366016804
Q054,C,1,0.0,0.05400418246765694,0.5,0.0,0.0,1.0,0.5,0.42058302719229235,0.31080083649353135
Q038,C,1,0.0,0.10278496359443444,0.4,0.0,0.25,1.0,0.4,0.6615456065797443,0.2605569927188869
Q045,C,1,0.0,0.10110151623036148,0.3333333333333333,0.0,0.2,1.0,0.6,0.6924555057783054,0.38022030324607226
Q067,C,1,0.0,0.11246026171582056,0.6,0.0,0.375,1.0,0.0,0.6712055833428804,0.022492052343164114
Q058,C,1,0.0,0.42458517289245695,0.75,0.0,0.5,1.0,0.6,0.7523776318892488,0.4449170345784914
Q064,C,1,0.0,0.44401239057759934,0.5,0.0,0.5,1.0,0.8,0.7265894167076518,0.5688024781155199
Q088,C,1,0.0,0.1566575054733178,0.5,0.0,1.0,1.0,0.2,0.839161865451174,0.15133150109466356
Q085,C,1,0.0,0.16795232846547284,0.75,0.0,0.5,1.0,0.2,0.6821068690883593,0.15359046569309456
Q091,C,1,0.0,0.08656791023218953,0.6666666666666666,0.0,0.3333333333333333,1.0,0.2,0.6661985399854886,0.1373135820464379
Q094,C,1,0.0,0.12647323090177523,0.0,0.0,0.0,1.0,0.8,0.25,0.505294646180355
Q124,C,1,0.0,0.13661004298301307,0.6666666666666666,0.0,0.9166666666666666,1.0,0.0,0.7807939587876753,0.027322008596602616
Q116,C,1,0.0,0.6064552310466783,1.0,0.0,0.75,1.0,0.8,0.7668471541297454,0.6012910462093357
Q137,C,1,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.42753227038147407,0.0
Q133,C,1,0.0,0.04382799779539186,0.6666666666666666,0.0,0.0,1.0,0.0,0.3924685976290857,0.008765599559078371
Q004,C,2,0.0,0.945840372603654,0.5,0.0,0.46153846153846156,1.0,1.0,0.720593167320254,0.7891680745207308
Q009,C,2,0.0,0.11595616371673087,0.4,0.0,0.25,1.0,0.6,0.6475418103998175,0.38319123274334616
Q002,C,2,0.0,0.5161599480837087,0.5,0.0,0.5,1.0,0.8,0.7291289851799194,0.5832319896167417
Q033,C,2,0.0,0.027654432508718862,0.8,0.0,0.6666666666666666,1.0,0.5,0.7503146973586658,0.30553088650174376
Q027,C,2,0.0,0.48169541659114345,1.0,0.0,0.75,1.0,0.6,0.7678360439504825,0.4563390833182287
Q031,C,2,0.0,0.15622468300840164,0.75,0.0,0.0,1.0,0.8,0.46760734166347084,0.5112449366016804
Q054,C,2,0.0,0.0,0.5,0.0,0.0,1.0,0.5,0.42058302719229235,0.3
Q038,C,2,0.0,0.10278496359443444,0.4,0.0,0.25,1.0,0.4,0.6615456065797443,0.2605569927188869
Q045,C,2,0.0,0.10110151623036148,0.6666666666666666,0.0,0.2,1.0,0.6,0.6698930249355989,0.38022030324607226
Q067,C,2,0.0,0.09099937602855235,0.8,0.0,0.3333333333333333,1.0,0.4,0.6477110710237802,0.25819987520571047
Q058,C,2,0.0,0.42458517289245695,0.75,0.0,0.5,1.0,0.6,0.7523776318892488,0.4449170345784914
Q064,C,2,0.0,0.5339494482550211,0.75,0.0,0.25,1.0,0.8,0.6609037977423683,0.5867898896510042
Q088,C,2,0.0,0.1566575054733178,0.5,0.0,1.0,1.0,0.2,0.839161865451174,0.15133150109466356
Q085,C,2,0.0,0.07917277212966893,0.75,0.0,0.75,1.0,0.0,0.7321068690883593,0.015834554425933785
Q091,C,2,0.0,0.10849654044272887,0.6666666666666666,0.0,0.42857142857142855,1.0,0.4,0.6852461590331077,0.26169930808854575
Q094,C,2,0.0,0.12647323090177523,0.0,0.0,0.0,1.0,0.8,0.25,0.505294646180355
Q124,C,2,0.0,0.13661004298301307,0.5,0.0,0.9166666666666666,1.0,0.0,0.7800364787674982,0.027322008596602616
Q116,C,2,0.0,0.6064552310466783,1.0,0.0,0.75,1.0,0.8,0.7668471541297454,0.6012910462093357
Q137,C,2,0.0,0.0,0.5,0.0,0.0,1.0,0.5,0.42753227038147407,0.3
Q133,C,2,0.0,0.04382799779539186,0.6666666666666666,0.0,0.0,1.0,0.0,0.3924685976290857,0.008765599559078371
Q004,C,3,0.0,0.945840372603654,0.5,0.0,0.46153846153846156,1.0,1.0,0.720593167320254,0.7891680745207308
Q009,C,3,0.0,0.13409088360219187,0.4,0.0,0.0,1.0,0.6,0.44754181039981755,0.3868181767204384
Q002,C,3,0.0,0.5161599480837087,0.25,0.0,0.5,1.0,0.8,0.765588237867192,0.5832319896167417
Q033,C,3,0.0,0.027654432508718862,0.8,0.0,0.6666666666666666,1.0,0.5,0.7503146973586658,0.30553088650174376
Q027,C,3,0.0,0.48169541659114345,0.75,0.0,0.75,1.0,0.6,0.7696070241791794,0.4563390833182287
Q031,C,3,0.0,0.15622468300840164,0.5,0.0,0.0,1.0,0.8,0.46902495934250443,0.5112449366016804
Q054,C,3,0.0,0.0,0.25,0.0,0.0,1.0,0.5,0.4179578281249683,0.3
Q038,C,3,0.0,0.10278496359443444,0.4,0.0,0.25,1.0,0.4,0.6615456065797443,0.2605569927188869
Q045,C,3,0.0,0.10110151623036148,0.6666666666666666,0.0,0.2,1.0,0.6,0.6698930249355989,0.38022030324607226
Q067,C,3,0.0,0.11246026171582056,0.6,0.0,0.375,1.0,0.0,0.6712055833428804,0.022492052343164114
Q058,C,3,0.0,0.42458517289245695,0.5,0.0,0.5,1.0,0.6,0.7501031755234844,0.4449170345784914
Q064,C,3,0.0,0.5339494482550211,0.5,0.0,0.25,1.0,0.8,0.6765894167076518,0.5867898896510042
Q088,C,3,0.0,0.1566575054733178,0.5,0.0,1.0,1.0,0.2,0.839161865451174,0.15133150109466356
Q085,C,3,0.0,0.16795232846547284,0.5,0.0,0.5,1.0,0.2,0.6905193227314197,0.15359046569309456
Q091,C,3,0.0,0.10849654044272887,0.6666666666666666,0.0,0.42857142857142855,1.0,0.4,0.6852461590331077,0.26169930808854575
Q094,C,3,0.0,0.2409215334987374,0.6666666666666666,0.0,1.0,1.0,0.8,0.8246353488831498,0.5281843066997475
Q124,C,3,0.0,0.13661004298301307,0.6666666666666666,0.0,0.9166666666666666,1.0,0.0,0.7807939587876753,0.027322008596602616
Q116,C,3,0.0,0.6064552310466783,1.0,0.0,0.75,1.0,0.8,0.7668471541297454,0.6012910462093357
Q137,C,3,0.0,0.0,0.5,0.0,0.0,1.0,0.5,0.42753227038147407,0.3
Q133,C,3,0.0,0.04382799779539186,0.6666666666666666,0.0,0.0,1.0,0.0,0.3924685976290857,0.008765599559078371
Q004,D,1,0.0,0.6740931969357262,0.0,0.0,0.0,0.0,0.9,0.0,0.6748186393871453
Q009,D,1,0.0,0.19321785621976895,0.0,0.0,0.0,0.0,0.6,0.0,0.3986435712439538
Q002,D,1,0.0,0.5046164386262352,0.0,0.0,0.0,0.0,0.8,0.0,0.580923287725247
Q033,D,1,0.0,0.021718769497816648,0.0,0.0,0.0,0.0,0.5,0.0,0.3043437538995633
Q027,D,1,0.0,0.6086014947320862,0.0,0.0,0.0,0.0,0.6,0.0,0.4817202989464172
Q031,D,1,0.0,0.2249267288071028,0.0,0.0,0.0,0.0,0.6,0.0,0.40498534576142053
Q054,D,1,0.0,0.024904996062583378,0.0,0.0,0.0,0.0,0.8,0.0,0.48498099921251664
Q038,D,1,0.0,0.17581906964508776,0.0,0.0,0.0,0.0,0.2,0.0,0.15516381392901754
Q045,D,1,0.0,0.11554017351071233,0.0,0.0,0.0,0.0,0.2,0.0,0.14310803470214245
Q067,D,1,0.0,0.07148961644079566,0.0,0.0,0.0,0.0,0.0,0.0,0.014297923288159133
Q058,D,1,1.0,0.8077668115513116,0.0,0.0,0.0,0.0,0.8,0.0,0.8415533623102622
Q064,D,1,0.0,0.5999226199858747,0.0,0.0,0.0,0.0,0.6,0.0,0.47998452399717495
Q088,D,1,0.0,0.08460144308663195,0.0,0.0,0.0,0.0,0.5,0.0,0.31692028861732635
Q085,D,1,0.0,0.21075941402863027,0.0,0.0,0.0,0.0,0.6,0.0,0.40215188280572606
Q091,D,1,0.0,0.14935416476122912,0.0,0.0,0.0,0.0,0.6,0.0,0.3898708329522458
Q094,D,1,0.0,0.3105541586658589,0.0,0.0,0.0,0.0,0.8,0.0,0.5421108317331718
Q124,D,1,0.0,0.1777575327766518,0.0,0.0,0.0,0.0,0.8,0.0,0.5155515065553303
Q116,D,1,0.0,0.8466473536503035,0.0,0.0,0.0,0.0,0.95,0.0,0.7393294707300606
Q137,D,1,0.0,0.08095808397608868,0.0,0.0,0.0,0.0,0.8,0.0,0.4961916167952177
Q133,D,1,0.0,0.023308106141593198,0.0,0.0,0.0,0.0,0.8,0.0,0.48466162122831863
Q004,D,2,0.0,0.6740931969357262,0.0,0.0,0.0,0.0,0.9,0.0,0.6748186393871453
Q009,D,2,0.0,0.19321785621976895,0.0,0.0,0.0,0.0,0.6,0.0,0.3986435712439538
Q002,D,2,0.0,0.5046164386262352,0.0,0.0,0.0,0.0,0.8,0.0,0.580923287725247
Q033,D,2,0.0,0.021718769497816648,0.0,0.0,0.0,0.0,0.5,0.0,0.3043437538995633
Q027,D,2,0.0,0.6086014947320862,0.0,0.0,0.0,0.0,0.6,0.0,0.4817202989464172
Q031,D,2,0.0,0.16349444120144926,0.0,0.0,0.0,0.0,0.4,0.0,0.27269888824028987
Q054,D,2,0.0,0.024904996062583378,0.0,0.0,0.0,0.0,0.8,0.0,0.48498099921251664
Q038,D,2,0.0,0.17581906964508776,0.0,0.0,0.0,0.0,0.2,0.0,0.15516381392901754
Q045,D,2,0.0,0.11554017351071233,0.0,0.0,0.0,0.0,0.2,0.0,0.14310803470214245
Q067,D,2,0.0,0.09716068375088649,0.0,0.0,0.0,0.0,0.0,0.0,0.019432136750177298
Q058,D,2,1.0,0.8077668115513116,0.0,0.0,0.0,0.0,0.8,0.0,0.8415533623102622
Q064,D,2,0.0,0.5999226199858747,0.0,0.0,0.0,0.0,0.6,0.0,0.47998452399717495
Q088,D,2,0.0,0.08460144308663195,0.0,0.0,0.0,0.0,0.5,0.0,0.31692028861732635
Q085,D,2,0.0,0.21075941402863027,0.0,0.0,0.0,0.0,0.6,0.0,0.40215188280572606
Q091,D,2,0.0,0.14935416476122912,0.0,0.0,0.0,0.0,0.6,0.0,0.3898708329522458
Q094,D,2,0.0,0.31074920979536524,0.0,0.0,0.0,0.0,0.6,0.0,0.422149841959073
Q124,D,2,0.0,0.1678805955040527,0.0,0.0,0.0,0.0,0.0,0.0,0.03357611910081054
Q116,D,2,0.0,0.8466473536503035,0.0,0.0,0.0,0.0,0.95,0.0,0.7393294707300606
Q137,D,2,0.0,0.08095808397608868,0.0,0.0,0.0,0.0,0.8,0.0,0.4961916167952177
Q133,D,2,0.0,0.023308106141593198,0.0,0.0,0.0,0.0,0.8,0.0,0.48466162122831863
Q004,D,3,0.0,0.6811889689863793,0.0,0.0,0.0,0.0,0.9,0.0,0.6762377937972759
Q009,D,3,0.0,0.19321785621976895,0.0,0.0,0.0,0.0,0.6,0.0,0.3986435712439538
Q002,D,3,0.0,0.5046164386262352,0.0,0.0,0.0,0.0,0.8,0.0,0.580923287725247
Q033,D,3,0.0,0.1023829345452992,0.0,0.0,0.0,0.0,0.5,0.0,0.32047658690905984
Q027,D,3,0.0,0.6086014947320862,0.0,0.0,0.0,0.0,0.6,0.0,0.4817202989464172
Q031,D,3,0.0,0.09496678904786038,0.0,0.0,0.0,0.0,0.6,0.0,0.37899335780957205
Q054,D,3,0.0,0.024155871954281455,0.0,0.0,0.0,0.0,0.8,0.0,0.48483117439085627
Q038,D,3,0.0,0.17581906964508776,0.0,0.0,0.0,0.0,0.2,0.0,0.15516381392901754
Q045,D,3,0.0,0.11554017351071233,0.0,0.0,0.0,0.0,0.2,0.0,0.14310803470214245
Q067,D,3,0.0,0.09716068375088649,0.0,0.0,0.0,0.0,0.0,0.0,0.019432136750177298
Q058,D,3,1.0,0.8077668115513116,0.0,0.0,0.0,0.0,0.8,0.0,0.8415533623102622
Q064,D,3,0.0,0.5999226199858747,0.0,0.0,0.0,0.0,0.6,0.0,0.47998452399717495
Q088,D,3,0.0,0.08460144308663195,0.0,0.0,0.0,0.0,0.5,0.0,0.31692028861732635
Q085,D,3,0.0,0.21075941402863027,0.0,0.0,0.0,0.0,0.6,0.0,0.40215188280572606
Q091,D,3,0.0,0.14935416476122912,0.0,0.0,0.0,0.0,0.6,0.0,0.3898708329522458
Q094,D,3,0.0,0.31074920979536524,0.0,0.0,0.0,0.0,0.6,0.0,0.422149841959073
Q124,D,3,0.0,0.1678805955040527,0.0,0.0,0.0,0.0,0.0,0.0,0.03357611910081054
Q116,D,3,0.0,0.8466473536503035,0.0,0.0,0.0,0.0,0.95,0.0,0.7393294707300606
Q137,D,3,0.0,0.08095808397608868,0.0,0.0,0.0,0.0,0.8,0.0,0.4961916167952177
Q133,D,3,0.0,0.023308106141593198,0.0,0.0,0.0,0.0,0.8,0.0,0.48466162122831863
