QID,Config,Run,Exact,Semantic,Citation,ESS,Claim Support Rate,Citation Accuracy,LLM Judge,Confidence,Final
Q054,B,2,0.0,0.05400418246765694,0.5,0.0,0.0,0.5,0.5,0.0,0.31080083649353135
Q038,B,2,0.0,0.10278496359443444,0.4,0.0,0.0,0.4,0.4,0.0,0.2605569927188869
Q045,B,2,0.0,0.1103020597925037,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6,0.0,0.3820604119585007
Q067,B,2,0.0,0.09781250173120894,0.6,0.0,0.0,0.6,0.0,0.0,0.01956250034624179
Q058,B,2,0.0,0.43067618952112235,0.75,0.0,0.0,0.75,0.6,0.0,0.4461352379042245
Q064,B,2,0.0,0.5339494482550211,0.5,0.0,0.0,0.5,0.8,0.0,0.5867898896510042
Q088,B,2,0.0,0.1566575054733178,0.5,0.0,0.0,0.5,0.2,0.0,0.15133150109466356
Q085,B,2,0.0,0.10785382921655855,0.5,0.0,0.0,0.5,0.2,0.0,0.1415707658433117
Q091,B,2,0.0,0.06437099366532753,1.0,0.0,0.0,1.0,0.4,0.0,0.2528741987330655
Q094,B,2,0.0,0.2409215334987374,0.6666666666666666,0.0,0.0,0.6666666666666666,0.8,0.0,0.5281843066997475
Q124,B,2,0.0,0.12070757202908859,0.7142857142857143,0.0,0.0,0.7142857142857143,0.0,0.0,0.02414151440581772
Q116,B,2,0.0,0.31839603628692276,0.75,0.0,0.0,0.75,0.6,0.0,0.42367920725738456
Q137,B,2,0.0,0.020415707724170104,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6,0.0,0.364083141544834
Q133,B,2,0.0,0.04382799779539186,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.008765599559078371
Q004,B,3,0.0,0.9743297186457878,0.6666666666666666,0.0,0.0,0.6666666666666666,1.0,0.0,0.7948659437291575
Q009,B,3,0.0,0.1946223171767532,0.4,0.0,0.0,0.4,0.6,0.0,0.39892446343535065
Q002,B,3,0.0,0.5054869413865722,0.25,0.0,0.0,0.25,0.8,0.0,0.5810973882773145
Q033,B,3,0.0,0.05982395532016351,0.5,0.0,0.0,0.5,0.6,0.0,0.3719647910640327
Q027,B,3,0.0,0.5342293762259973,0.75,0.0,0.0,0.75,0.833,0.0,0.6066458752451994
Q031,B,3,0.0,0.15622468300840164,0.75,0.0,0.0,0.75,0.8,0.0,0.5112449366016804
Q054,B,3,0.0,0.03044165963538904,0.5,0.0,0.0,0.5,0.5,0.0,0.3060883319270778
Q038,B,3,0.0,0.13385803165407367,0.6,0.0,0.0,0.6,0.6,0.0,0.3867716063308147
Q045,B,3,0.0,0.1103020597925037,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6,0.0,0.3820604119585007
Q067,B,3,0.0,0.07838217410804327,0.6,0.0,0.0,0.6,0.0,0.0,0.015676434821608656
Q058,B,3,0.0,0.42458517289245695,0.75,0.0,0.0,0.75,0.6,0.0,0.4449170345784914
Q064,B,3,0.0,0.46064791692134494,0.5,0.0,0.0,0.5,0.6,0.0,0.452129583384269
Q088,B,3,0.0,0.1566575054733178,0.5,0.0,0.0,0.5,0.2,0.0,0.15133150109466356
Q085,B,3,0.0,0.10785382921655855,0.5,0.0,0.0,0.5,0.2,0.0,0.1415707658433117
Q091,B,3,0.0,0.06717779180514845,0.6666666666666666,0.0,0.0,0.6666666666666666,0.4,0.0,0.25343555836102966
Q094,B,3,0.0,0.2409215334987374,0.6666666666666666,0.0,0.0,0.6666666666666666,0.8,0.0,0.5281843066997475
Q124,B,3,0.0,0.13819815372054892,0.7142857142857143,0.0,0.0,0.7142857142857143,0.0,0.0,0.027639630744109786
Q116,B,3,0.0,0.31839603628692276,0.75,0.0,0.0,0.75,0.6,0.0,0.42367920725738456
Q137,B,3,0.0,0.06978326154377472,0.6666666666666666,0.0,0.0,0.6666666666666666,0.8,0.0,0.4939566523087549
Q133,B,3,0.0,0.04382799779539186,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.008765599559078371
Q004,C,1,0.0,0.9743297186457878,0.3333333333333333,1.0,0.5,1.0,1.0,0.7339009221750282,0.7948659437291575
Q009,C,1,0.0,0.11595616371673087,0.4,0.0,0.25,1.0,0.6,0.6475418103998175,0.38319123274334616
Q002,C,1,0.0,0.5054869413865722,0.25,0.5,0.5,1.0,0.8,0.765588237867192,0.5810973882773145
Q033,C,1,0.0,0.05982395532016351,0.5,0.5,0.8,1.0,0.6,0.7984014267222314,0.3719647910640327
Q027,C,1,0.0,0.5342293762259973,0.75,0.6666666666666666,1.0,1.0,0.833,0.8396387030941087,0.6066458752451994
Q031,C,1,0.0,0.15622468300840164,0.5,0.0,0.0,1.0,0.8,0.4718317674941881,0.5112449366016804
Q054,C,1,0.0,0.05400418246765694,0.5,0.0,0.0,1.0,0.5,0.4115795803241685,0.31080083649353135
Q038,C,1,0.0,0.1808541023358074,0.4,0.0,0.16666666666666666,1.0,0.4,0.6448789399130775,0.27617082046716146
Q045,C,1,0.0,0.1103020597925037,0.6666666666666666,0.0,0.4,1.0,0.6,0.7098930249355989,0.3820604119585007
Q067,C,1,0.0,0.07838217410804327,0.6,0.0,0.3333333333333333,1.0,0.0,0.662872250009547,0.015676434821608656
Q058,C,1,0.0,0.42458517289245695,0.75,0.5,0.5,1.0,0.6,0.7514384348887799,0.4449170345784914
Q064,C,1,0.0,0.5339494482550211,0.5,0.0,0.25,1.0,0.8,0.6765894167076518,0.5867898896510042
Q088,C,1,0.0,0.1566575054733178,0.5,0.0,1.0,1.0,0.2,0.8549505064870836,0.15133150109466356
Q085,C,1,0.0,0.10785382921655855,0.5,0.0,1.0,1.0,0.2,0.7945097155417257,0.1415707658433117
Q091,C,1,0.0,0.06717779180514845,0.6666666666666666,0.0,0.8,1.0,0.4,0.7563702527658863,0.25343555836102966
Q094,C,1,0.0,0.12647323090177523,0.0,0.0,0.0,1.0,0.8,0.25,0.505294646180355
Q124,C,1,0.0,0.12070757202908859,0.7142857142857143,0.2,1.0,1.0,0.0,0.8169606201894325,0.02414151440581772
Q116,C,1,0.0,0.31839603628692276,0.75,0.5,0.6666666666666666,1.0,0.6,0.7637314005828902,0.42367920725738456
Q137,C,1,0.0,0.06978326154377472,0.6666666666666666,0.0,0.0,1.0,0.8,0.42117322131310797,0.4939566523087549
Q133,C,1,0.0,0.04382799779539186,0.6666666666666666,0.0,0.0,1.0,0.0,0.3924685976290857,0.008765599559078371
Q004,C,2,0.0,0.9743297186457878,0.6666666666666666,1.0,0.5,1.0,1.0,0.7308201932255026,0.7948659437291575
Q009,C,2,0.0,0.1719831946897344,0.4,0.0,0.0,1.0,0.6,0.44754181039981755,0.39439663893794685
Q002,C,2,0.0,0.5054869413865722,0.25,0.5,0.5,1.0,0.8,0.765588237867192,0.5810973882773145
Q033,C,2,0.0,0.05982395532016351,0.5,0.5,0.8,1.0,0.6,0.7984014267222314,0.3719647910640327
Q027,C,2,0.0,0.5342293762259973,0.75,0.6666666666666666,1.0,1.0,0.833,0.8396387030941087,0.6066458752451994
Q031,C,2,0.0,0.15622468300840164,0.5,0.0,0.0,1.0,0.8,0.4718317674941881,0.5112449366016804
Q054,C,2,0.0,0.05400418246765694,0.5,0.0,0.0,1.0,0.5,0.4115795803241685,0.31080083649353135
Q038,C,2,0.0,0.10278496359443444,0.4,0.0,0.25,1.0,0.4,0.6615456065797443,0.2605569927188869
Q045,C,2,0.0,0.1103020597925037,0.6666666666666666,0.0,0.4,1.0,0.6,0.7098930249355989,0.3820604119585007
Q067,C,2,0.0,0.09781250173120894,0.6,0.25,0.42857142857142855,1.0,0.0,0.6819198690571661,0.01956250034624179
Q058,C,2,0.0,0.42458517289245695,0.75,0.5,0.5,1.0,0.6,0.7514384348887799,0.4449170345784914
Q064,C,2,0.0,0.44401239057759934,0.75,0.0,0.5,1.0,0.8,0.7109037977423682,0.5688024781155199
Q088,C,2,0.0,0.1566575054733178,0.5,0.0,1.0,1.0,0.2,0.8549505064870836,0.15133150109466356
Q085,C,2,0.0,0.10785382921655855,0.5,0.0,1.0,1.0,0.2,0.7945097155417257,0.1415707658433117
Q091,C,2,0.0,0.06717779180514845,1.0,0.0,0.8,1.0,0.4,0.7604828748086218,0.25343555836102966
Q094,C,2,0.0,0.2409215334987374,0.6666666666666666,0.5,1.0,1.0,0.8,0.8246353488831498,0.5281843066997475
Q124,C,2,0.0,0.12070757202908859,0.7142857142857143,0.2,1.0,1.0,0.0,0.8169606201894325,0.02414151440581772
Q116,C,2,0.0,0.31839603628692276,0.75,0.5,0.6666666666666666,1.0,0.6,0.7637314005828902,0.42367920725738456
Q137,C,2,0.0,0.06978326154377472,0.6666666666666666,0.0,0.0,1.0,0.8,0.42117322131310797,0.4939566523087549
Q133,C,2,0.0,0.04382799779539186,0.6666666666666666,0.0,0.0,1.0,0.0,0.3924685976290857,0.008765599559078371
Q004,C,3,0.0,0.9743297186457878,0.3333333333333333,1.0,0.5,1.0,1.0,0.7339009221750282,0.7948659437291575
Q009,C,3,0.0,0.10247594258531721,0.4,0.0,0.0,1.0,0.2,0.44754181039981755,0.14049518851706344
Q002,C,3,0.0,0.8442904966072693,0.5,1.0,0.75,1.0,0.8,0.7791289851799195,0.6488580993214539
Q033,C,3,0.0,0.05400418246765694,0.0,0.0,0.0,1.0,0.0,0.25,0.010800836493531389
Q027,C,3,0.0,0.5342293762259973,0.75,0.6666666666666666,1.0,1.0,0.833,0.8396387030941087,0.6066458752451994
Q031,C,3,0.0,0.15622468300840164,0.5,0.0,0.0,1.0,0.8,0.46902495934250443,0.5112449366016804
Q054,C,3,0.0,0.03044165963538904,0.5,0.0,0.25,1.0,0.5,0.6115795803241685,0.3060883319270778
Q038,C,3,0.0,0.10278496359443444,0.4,0.0,0.25,1.0,0.4,0.6615456065797443,0.2605569927188869
Q045,C,3,0.0,0.11231685269575056,0.6666666666666666,0.0,0.42857142857142855,1.0,0.5,0.7156073106498846,0.3224633705391501
Q067,C,3,0.0,0.07838217410804327,0.6,0.0,0.3333333333333333,1.0,0.0,0.662872250009547,0.015676434821608656
Q058,C,3,0.0,0.42458517289245695,0.75,0.5,0.5,1.0,0.6,0.7514384348887799,0.4449170345784914
Q064,C,3,0.0,0.5339494482550211,0.5,0.0,0.25,1.0,0.8,0.6765894167076518,0.5867898896510042
Q088,C,3,0.0,0.1566575054733178,0.5,0.0,1.0,1.0,0.2,0.8549505064870836,0.15133150109466356
Q085,C,3,0.0,0.10785382921655855,0.5,0.0,1.0,1.0,0.2,0.7945097155417257,0.1415707658433117
Q091,C,3,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,1.0,0.4,0.7379968417111955,0.24
Q094,C,3,0.0,0.12647323090177523,0.0,0.0,0.0,1.0,0.8,0.25,0.505294646180355
Q124,C,3,0.0,0.18361698974236404,0.7142857142857143,0.4,0.6666666666666666,1.0,0.0,0.7502939535227657,0.03672339794847281
Q116,C,3,0.0,0.31839603628692276,0.75,0.5,0.6666666666666666,1.0,0.6,0.7637314005828902,0.42367920725738456
Q137,C,3,0.0,0.06978326154377472,0.3333333333333333,0.0,0.0,1.0,0.8,0.41839076055287217,0.4939566523087549
Q133,C,3,0.0,0.04382799779539186,0.6666666666666666,0.0,0.0,1.0,0.0,0.3924685976290857,0.008765599559078371
Q004,D,1,0.0,0.7038396952378687,0.0,0.0,0.0,0.0,0.9,0.0,0.6807679390475738
Q009,D,1,0.0,0.19321785621976895,0.0,0.0,0.0,0.0,0.6,0.0,0.3986435712439538
Q002,D,1,0.0,0.5046164386262352,0.0,0.0,0.0,0.0,0.8,0.0,0.580923287725247
Q033,D,1,0.0,0.060222132815092616,0.0,0.0,0.0,0.0,0.6,0.0,0.3720444265630185
Q027,D,1,0.0,0.6081002459285836,0.0,0.0,0.0,0.0,0.8,0.0,0.6016200491857167
Q031,D,1,0.0,0.1837194521832438,0.0,0.0,0.0,0.0,0.6,0.0,0.39674389043664876
Q054,D,1,0.0,0.02471119875197955,0.0,0.0,0.0,0.0,0.8,0.0,0.4849422397503959
Q038,D,1,0.0,0.11554017351071233,0.0,0.0,0.0,0.0,0.4,0.0,0.26310803470214245
Q045,D,1,0.0,0.11554017351071233,0.0,0.0,0.0,0.0,0.2,0.0,0.14310803470214245
Q067,D,1,0.0,0.07148961644079566,0.0,0.0,0.0,0.0,0.0,0.0,0.014297923288159133
Q058,D,1,1.0,0.9579195217305947,0.0,0.0,0.0,0.0,0.8,0.0,0.8715839043461189
Q064,D,1,0.0,0.5999226199858747,0.0,0.0,0.0,0.0,0.6,0.0,0.47998452399717495
Q088,D,1,0.0,0.08361136572179552,0.0,0.0,0.0,0.0,0.0,0.0,0.016722273144359104
Q085,D,1,0.0,0.16885572701748083,0.0,0.0,0.0,0.0,0.6,0.0,0.39377114540349617
Q091,D,1,0.0,0.13213353787242366,0.0,0.0,0.0,0.0,0.6,0.0,0.3864267075744847
Q094,D,1,0.0,0.24487046747435115,0.0,0.0,0.0,0.0,0.6,0.0,0.40897409349487024
Q124,D,1,0.0,0.16546544217030873,0.0,0.0,0.0,0.0,0.0,0.0,0.033093088434061745
Q116,D,1,0.0,0.7422417925724049,0.0,0.0,0.0,0.0,0.8,0.0,0.628448358514481
Q137,D,1,0.0,0.06296010852029697,0.0,0.0,0.0,0.0,0.8,0.0,0.49259202170405936
Q133,D,1,0.0,0.023308106141593198,0.0,0.0,0.0,0.0,0.8,0.0,0.48466162122831863
Q004,D,2,0.0,0.7038396952378687,0.0,0.0,0.0,0.0,0.9,0.0,0.6807679390475738
Q009,D,2,0.0,0.19321785621976895,0.0,0.0,0.0,0.0,0.6,0.0,0.3986435712439538
Q002,D,2,0.0,0.5046164386262352,0.0,0.0,0.0,0.0,0.8,0.0,0.580923287725247
Q033,D,2,0.0,0.06022213281509263,0.0,0.0,0.0,0.0,0.6,0.0,0.3720444265630185
Q027,D,2,0.0,0.6081002459285836,0.0,0.0,0.0,0.0,0.8,0.0,0.6016200491857167
Q031,D,2,0.0,0.1837194521832438,0.0,0.0,0.0,0.0,0.6,0.0,0.39674389043664876
Q054,D,2,0.0,0.02471119875197955,0.0,0.0,0.0,0.0,0.8,0.0,0.4849422397503959
Q038,D,2,0.0,0.11554017351071233,0.0,0.0,0.0,0.0,0.4,0.0,0.26310803470214245
Q045,D,2,0.0,0.11554017351071233,0.0,0.0,0.0,0.0,0.2,0.0,0.14310803470214245
Q067,D,2,0.0,0.07148961644079566,0.0,0.0,0.0,0.0,0.0,0.0,0.014297923288159133
Q058,D,2,1.0,0.9579195217305947,0.0,0.0,0.0,0.0,0.8,0.0,0.8715839043461189
Q064,D,2,0.0,0.5999226199858747,0.0,0.0,0.0,0.0,0.6,0.0,0.47998452399717495
Q088,D,2,0.0,0.08361136572179552,0.0,0.0,0.0,0.0,0.0,0.0,0.016722273144359104
Q085,D,2,0.0,0.16885572701748083,0.0,0.0,0.0,0.0,0.6,0.0,0.39377114540349617
Q091,D,2,0.0,0.13213353787242366,0.0,0.0,0.0,0.0,0.6,0.0,0.3864267075744847
Q094,D,2,0.0,0.24487046747435115,0.0,0.0,0.0,0.0,0.6,0.0,0.40897409349487024
Q124,D,2,0.0,0.16546544217030873,0.0,0.0,0.0,0.0,0.0,0.0,0.033093088434061745
Q116,D,2,0.0,0.7422417925724049,0.0,0.0,0.0,0.0,0.8,0.0,0.628448358514481
Q137,D,2,0.0,0.06296010852029697,0.0,0.0,0.0,0.0,0.8,0.0,0.49259202170405936
Q133,D,2,0.0,0.023308106141593198,0.0,0.0,0.0,0.0,0.8,0.0,0.48466162122831863
Q004,D,3,0.0,0.7038396952378687,0.0,0.0,0.0,0.0,0.9,0.0,0.6807679390475738
Q009,D,3,0.0,0.19321785621976895,0.0,0.0,0.0,0.0,0.6,0.0,0.3986435712439538
Q002,D,3,0.0,0.5046164386262352,0.0,0.0,0.0,0.0,0.8,0.0,0.580923287725247
Q033,D,3,0.0,0.060222132815092616,0.0,0.0,0.0,0.0,0.6,0.0,0.3720444265630185
Q027,D,3,0.0,0.6081002459285836,0.0,0.0,0.0,0.0,0.8,0.0,0.6016200491857167
Q031,D,3,0.0,0.1837194521832438,0.0,0.0,0.0,0.0,0.6,0.0,0.39674389043664876
Q054,D,3,0.0,0.02471119875197955,0.0,0.0,0.0,0.0,0.8,0.0,0.4849422397503959
Q038,D,3,0.0,0.11554017351071233,0.0,0.0,0.0,0.0,0.4,0.0,0.26310803470214245
Q045,D,3,0.0,0.11554017351071233,0.0,0.0,0.0,0.0,0.2,0.0,0.14310803470214245
Q067,D,3,0.0,0.07148961644079566,0.0,0.0,0.0,0.0,0.0,0.0,0.014297923288159133
Q058,D,3,1.0,0.9579195217305947,0.0,0.0,0.0,0.0,0.8,0.0,0.8715839043461189
Q064,D,3,0.0,0.5999226199858747,0.0,0.0,0.0,0.0,0.6,0.0,0.47998452399717495
Q088,D,3,0.0,0.08361136572179552,0.0,0.0,0.0,0.0,0.0,0.0,0.016722273144359104
Q085,D,3,0.0,0.16885572701748083,0.0,0.0,0.0,0.0,0.6,0.0,0.39377114540349617
Q091,D,3,0.0,0.13213353787242366,0.0,0.0,0.0,0.0,0.6,0.0,0.3864267075744847
Q094,D,3,0.0,0.24487046747435115,0.0,0.0,0.0,0.0,0.6,0.0,0.40897409349487024
Q124,D,3,0.0,0.16546544217030873,0.0,0.0,0.0,0.0,0.0,0.0,0.033093088434061745
Q116,D,3,0.0,0.7422417925724049,0.0,0.0,0.0,0.0,0.8,0.0,0.628448358514481
Q137,D,3,0.0,0.06296010852029697,0.0,0.0,0.0,0.0,0.8,0.0,0.49259202170405936
Q133,D,3,0.0,0.023308106141593198,0.0,0.0,0.0,0.0,0.8,0.0,0.48466162122831863
