id,difficulty,reasoning_type,question,expected_answer,prediction,citations,is_correct,latency,mrr,recall_hit,prompt_tokens,completion_tokens
5a7248045542990c210a40ad,hard,bridge,Who wrote the screenplay for the Alfred Hitchcock movie that Eva Marie Saint acted in?,Ernest Lehman,Ernest Lehman.,,1,1.6145389080047607,0.0,0,723,339
5ae731ff5542991e8301cbc0,easy,bridge,"Michael Faraday was an early 19th-century British scientist, he contributed to the study of electromagnetism and electrochemistry, and died on which date?",25 August 1867,"August 25, 1867.",,0,1.6555471420288086,0.0,0,887,459
5abdcb525542991f66106043,easy,bridge,"Who directed the 1959 American Western Film starring the actress who starred as Virginia in ""Marty?""",Budd Boetticher,Alfred Hitchcock,,0,3.690675973892212,0.0,0,2472,2090
5a7d419b5542995f4f402249,medium,bridge,What research group was formed in 2014 due to Russia's suspension?,The G7 Research Group,The Schmid Commission.,,0,1.8670599460601807,0.0,0,746,445
5abdaca655429965af743dba,medium,bridge,"Which ITV2 documentary series did the band made up of Lee Brennan, Jimmy Constable and Simon Dawbarn reform for in 2012?","""The Big Reunion""",Blue: All Rise,,0,29.73500680923462,0.0,0,2496,2099
5ae209b25542997283cd2342,medium,comparison,Were both Strauder v. West Virginia and Lemon v. Kurtzman cases about racism?,no,No,,1,11.49941611289978,0.0,0,863,573
5add77c45542992ae4cec579,medium,bridge,Where are the headquarters for the company which developed the SecureEasySetup technology? ,"Irvine, California","San Jose, California, USA.",,0,1.670945167541504,0.0,0,752,382
5a83a7075542990548d0b20e,hard,bridge,The 1985 European Grand Prix was held in which town?,"West Kingsdown in Kent, England",Adenau.,,0,1.7436249256134033,0.0,0,862,497
5ac2787355429921a00aaf9a,medium,bridge,What Roger Thomas designed casino was inspired by the Lake Como town of Bellagio in Italy?,Bellagio,Bellagio Hotel and Casino.,,1,3.8628978729248047,0.0,0,804,425
5ae5362c5542990ba0bbb229,medium,bridge,When was the American former professional basketball player born who was first overall pick in the 2000 NBA draft by the Nets'? ,"December 30, 1977","December 30, 1977.",,1,1.91453218460083,0.0,0,850,462
5a75b7305542992d0ec05fea,hard,bridge,Pearle Vision stores in North America are owned by a company based in what European city?,"Milan, Italy",Milan.,,0,4.078290224075317,0.0,0,812,454
5ab78c6f5542995dae37e955,easy,comparison,Was The Stuff of Legend an American comedy like The Boatniks?,no,No.,,1,1.7100441455841064,0.0,0,667,336
5ac43d195542995c82c4ad05,easy,bridge,"Karl Kevin Marginson, is an English football manager and former player, who played in the Football League for Rotherham United, and since 2005, he has been the manager of F.C. United of Manchester, a semi-professional football club based in Moston, Manchester, in which UK country? ",England,The United Kingdom.,,0,1.7217121124267578,0.0,0,946,422
5a8a0c7b5542992d82986e7b,medium,bridge,The Riegelmann Boardwalk is in what southwestern borough in New York City? ,Brooklyn,Brooklyn.,,1,2.901298761367798,0.0,0,815,440
5a85cdb65542991dd0999ea4,hard,bridge,"Who did Holly Dunn record ""Daddy's Hands"" for?",MTM Records,MTM Records,,1,35.471266984939575,0.0,0,2448,2080
5ac054a35542996f0d89cb90,medium,comparison,"Which airport is in Georgia, St. Pete–Clearwater International Airport or Augusta Regional Airport?  ",Augusta Regional Airport,Augusta Regional Airport.,,1,1.512497901916504,0.0,0,804,422
5abddcff5542991f6610607a,medium,bridge,The Frito Bandito was voiced by an American voice actor who began his 60-plus-year career performing in what?,radio,radio,,1,3.7807891368865967,0.0,0,826,419
5ab7df90554299366779402a,easy,bridge,"Al-Sharki was born and raised in Sana'a, a town in old Sanaa, Sana'a, also spelled Sanaa or Sana, is the largest city in which country, and the centre of Sana'a Governorate?",Yemen,Yemen.,,1,2.0019493103027344,0.0,0,1106,627
5addfa2d5542995b365fabaa,easy,bridge,"The biographical war film about Lyudmila Pavlichenko, the most successful female sniper in history, credits her with how many kills? ",Credited with 309 kills,309 kills.,,0,19.1456880569458,0.0,0,958,551
5ab5a9935542992aa134a379,medium,bridge,"When did English rock band New Order record their live album ""Live at Bestival 2012?",September 2012,2012.,,0,3.4146621227264404,0.0,0,890,509
5ade0d6f5542997545bbbe33,medium,bridge,"Which church did the author of the book, upon whose novel Jerusalem Countdown is based, found?",Cornerstone Church,Cornerstone Church.,,1,1.556549072265625,0.0,0,765,387
5ac3fe71554299204fd21ee9,easy,comparison,"Bee's Knees and Smoking Bishop, are a type of cocktail?",no,"Yes, the Bee's Knees and Smoking Bishop are a type of cocktail.",,0,1.7023141384124756,0.0,0,748,381
5ab2a06b5542992953946779,medium,bridge,"Glenn Frey, Bernie Leadon, and which other person, who is the founding member of the Eagles, sings in ""Peaceful Easy Feeling?""",Randy Herman Meisner,Don Henley.,,0,2.1939122676849365,0.0,0,992,585
5ab5678a554299488d4d9975,easy,bridge,Why is Typhoon dot known by another name in other parts of the world?,"Tropical depressions that enter or form in the Philippine area of responsibility are assigned a name by the Philippine Atmospheric, Geophysical and Astronomical Services Administration or PAGASA","To avoid confusion with other storms in the region, due to its geographical characteristics as an archipelago.",,0,1.7644059658050537,0.0,0,881,549
5ae0c55e55429945ae959449,medium,bridge,The End of Time is a two-part story and the last story for which lead actor?,David Tennant,David Tennant.,,1,1.440053939819336,0.0,0,744,358
5a78b829554299029c4b5e52,easy,comparison,"What film  evolves around two LGBTQ American athletes, National Bird or Game Face?",Game Face,Game Face.,,1,1.7052757740020752,0.0,0,912,536
5a7cbcf8554299683c1c635d,easy,bridge,"Clinical is a 2017 American horror thriller directed by Alistair Legrand, the film stars Kevin Rahm is an American actor, best known for his television roles as Kyle McCarty on ""Judging Amy"", Lee McDermott on ""Desperate Housewives"", and Ted Chaough on ""Mad Men"", born when? ","January 7, 1971",1969,,0,11.696030855178833,0.0,0,916,382
5a842f375542990548d0b25c,hard,bridge,U.S. Route 95 Alternate and Interstate 80 in Nevada both travel through which town?,Fernley,Fallon.,,0,1.3989319801330566,0.0,0,779,408
5abcfe275542992ac4f38184,hard,bridge,College Point borders the waterway that empties into what river?,East River,Long Island Sound.,,0,35.98979711532593,0.0,0,2448,2079
5adc39d3554299438c868d7f,easy,comparison,Comparison between Dashboard Confessional and Escanaba Firing Line?,rock band,Two distinct bands with different music styles and genres.,,0,2.97597074508667,0.0,0,859,554
5ab5a77e554299637185c5d2,medium,comparison,Does Lucio Silla or Pelléas et Mélisande have more acts?,Pelléas et Mélisande,Pelléas et Mélisande.,,1,1.618006944656372,0.0,0,717,336
5ae4b3bc5542995dadf243c3,easy,bridge,What philanthropist founded ESL Music?,Eric Michael Hilton,Robert McAdams,,0,34.81983280181885,0.0,0,2433,2075
5abe52c155429965af743ec3,hard,comparison,Kern Island Canal and Indiana Harbor and Ship Canal are both what? ,canals,ship canals.,,1,1.9085357189178467,0.0,0,930,586
5a863e805542991e771815d5,medium,comparison,Is Apsarasas Kangri taller than Gangkhar Puensum?,no,"No, Gangkhar Puensum is taller.",,1,6.994202136993408,0.0,0,894,519
5a9082e35542995651fb517c,easy,bridge,What is the name of the race that is known as the test of the champion? ,2016 Belmont Stakes,Tour de France.,,0,2.7943379878997803,0.0,0,820,438
5a72828d5542994cef4bc2f5,medium,comparison,Which of these films was released direct-to-video Eleanor's Secret or Otra Película de Huevos y un Pollo?,Otra Película de Huevos y un Pollo,Eleanor's Secret.,,0,1.3496038913726807,0.0,0,771,362
5a80f6de55429938b6142275,hard,comparison,"Which magazine inspired two pioneering conferences, Latina or ROCKRGRL?",ROCKRGRL,ROCKRGRL.,,1,1.6791260242462158,0.0,0,776,407
5ac013f25542996f0d89cb1b,easy,bridge,"What singer replaced Diana Ross as the lead singer of The Supremes in January of 1970 and provided the lead vocals on the song ""You Gotta Have Love in Your Heart"" by the Supremes and the Four Tops?",Jean Terrell,Jean Terrell.,,1,3.967956066131592,0.0,0,922,478
5ae11ee65542997b2ef7d0de,easy,bridge,"Pennington is a small village and civil parish in Furness, an area of Cumbria in which country's northwestern region?",England,England,,1,1.6360788345336914,0.0,0,826,396
5a733c7d5542994cef4bc4ec,hard,bridge,A5117 road of Cheshire England runs just east of with Ellesmore Port outlet?,Cheshire Oaks Designer Outlet,Ellesmere Port.,,0,1.535963773727417,0.0,0,854,471
5a8bb2575542996e8ac889e2,hard,comparison,"Who has more occupations, Tom Robinson or Paul Weller?","Thomas Giles ""Tom"" Robinson",Paul Weller.,,0,17.54540991783142,0.0,0,1409,1034
5abeda0e5542993fe9a41d55,hard,bridge,What type of wagon inspired the dominant form of transportation on the improved trail through the Great Appalachian Valley from Pennsylvania to North Carolina?,Conestoga wagon,Conestoga wagon.,,1,1.777167797088623,0.0,0,957,560
5abea45c5542993f32c2a18b,hard,bridge,what govern the  public institutes that  IIT Council is the governing body for ?,"""Institutes of Technology Act, 1961",various councils and boards.,,0,5.587742805480957,0.0,0,840,468
5ab77a275542995dae37e932,easy,comparison,Are the bands Hole and Cage9 both American alternative rock bands?,yes,Yes.,,1,1.721750020980835,0.0,0,725,365
5ac0d647554299294b219029,hard,bridge,Massachusetts's twelfth congressional district was represented by what censured politician?,Gerry Eastman Studds,William B. Washburn.,,0,1.606165885925293,0.0,0,760,401
5ae5144e55429908b6326514,hard,comparison,Are Malipo County and Laiwu in the same country?,yes,China.,,0,1.4465599060058594,0.0,0,747,384
5a77106c55429937353601be,medium,comparison,What film is older The Incredible Journey or The Three Musketeers?,The Incredible Journey,The Incredible Journey.,,1,1.5373461246490479,0.0,0,709,339
5ac2599555429951e9e6856e,medium,comparison,"Who has more scope of proffesion, Hideo Gosha or Dallas M. Fitzgerald?",Dallas M. Fitzgerald,Dallas M. Fitzgerald.,,1,2.253275156021118,0.0,0,734,352
5a8832a85542997e5c09a5a1,hard,bridge,"Kim Swift, an American video game designer, was described as one of the most recognized women in the industry by an American digital, print, and e-commerce media company focused on who?",millennials,Women in Gaming,,0,17.43687129020691,0.0,0,2520,2067
5a8927b9554299669944a4cf,easy,bridge,"Who is an American author and mother of film and television producer Bryan Spears, who wrote a novel based on Britney's life?",Lynne Irene Spears,Lynne Spears.,,0,9.966218948364258,0.0,0,859,462
5ae07ccd55429945ae959372,medium,comparison,Are Mary Doria Russell and James Joyce both novelists?,yes,Yes.,,1,9.984184980392456,0.0,0,721,364
5ae145ea5542997b2ef7d19e,easy,bridge,"The ""New York"" class of battleship was a class of ships designed and constructed by the United States Navy, it saw extensive service beginning in the United States occupation of Veracruz, which occurred as a response to the Tampico Affair on which date?","April 9, 1914","April 9, 1914.",,1,7.235876798629761,0.0,0,1100,623
5a76aa855542993735360142,easy,bridge,"The Lithuanian Crusade was a series of campaigns by the Teutonic Order, and the Livonian Order, they first conquered which tribe  Baltic tribe that lived in the southcentral part of contemporary Latvia, and northern Lithuania?",Semigallians,Semigallians.,,1,2.029705047607422,0.0,0,1182,762
5ac29c25554299218029dabd,easy,bridge,Who designed the mall where the ballpark Diamond at the Summit is tenatively named for?,designed by Charles N. Agree,"Hellmuth, Obata + Kassabaum (HOK).",,0,10.041588068008423,0.0,0,807,446
5a7bfb225542996dd594b87b,medium,comparison,"Who was born first, Vladimír Remek or Umberto Guidoni?",Vladimír Remek,Vladimír Remek.,,1,1.344343900680542,0.0,0,734,356
5a848d8f5542997b5ce3feb4,easy,bridge,How many Canadians lost their lives in the deadliest conflict in history in absolute terms of total casualties?,"More than 44,000 lost their lives","44,800",,0,1.8854961395263672,0.0,0,860,492
5ae1b3765542997283cd2249,hard,comparison,"Which company is in the discount travel market, The Walt Disney Company or Priceline.com?",Priceline.com,Priceline.com.,,1,1.398918867111206,0.0,0,744,350
5a7302db5542994cef4bc41e,medium,comparison,"Which University is a private Ivy League university, University of Delaware or Columbia University?",Columbia University,Columbia University.,,1,1.310364007949829,0.0,0,771,394
5a79226555429970f5fffe59,medium,comparison,"Which band formed earlier, Goldfinger or Enter Shikari?",Goldfinger,Goldfinger.,,1,2.7100000381469727,0.0,0,762,400
5a762c6e5542994ccc9186fd,medium,comparison,"Who has won more titles, Michael Chang or Ellis Ferreira?",Michael Te-Pei Chang,Michael Chang.,,0,1.8092050552368164,0.0,0,961,584
5a8752cd5542993e715abeea,hard,comparison,What are both a Russian Spaniel and an Elo?,breed of dog,Dog breed and rating system.,,0,1.7039988040924072,0.0,0,887,519
5a735a3155429901807dafde,hard,bridge,Which Australian cricketer served as an on-field captain in the Glamorgan County Cricket Club?,"James ""Jim"" Allenby",Matthew Elliott.,,0,1.6191930770874023,0.0,0,792,420
5a7f670055429969796c1a34,easy,bridge,"the head coach of the LSU Tigers football team is Ed Orgeron, who is currently the head coach at what university?",Louisiana State,Louisiana State University (LSU).,,1,2.4101319313049316,0.0,0,736,345
5ae7681f5542991e8301cc8e,easy,bridge,"What show, whose  cast of celebrities travel to less-habitated, natural places to survive on their own and experience life with local tribes and people, helped make Kim Sung-won a household name?",Law of the Jungle,The Island (Korean reality TV show),,0,2.1663618087768555,0.0,0,1202,766
5ab6efb35542995eadef00e5,medium,comparison,"Which musician is from Canada, Raine Maida or Kevin Parker?",Raine Maida,Raine Maida.,,1,1.467602014541626,0.0,0,695,333
5a88a6fa5542997e5c09a68d,hard,bridge,Who was the father of the man born Rudolph Valentino Clay?,"Cassius Marcellus Clay, Sr.",Cassius Marcellus Clay Sr.,,1,1.977431058883667,0.0,0,679,314
5a81d98b554299676cceb0fd,medium,comparison,What nationality are Poe and The Contortionist?,American,American.,,1,1.7154130935668945,0.0,0,677,303
5a80c314554299260e20a148,hard,bridge,What type air travel package can be purchased at a discounted price bythird largest global airline alliance? ,round-the-world ticket,"""Explorer"" package.",,0,1.9222252368927002,0.0,0,845,486
5ade17f055429975fa854e37,easy,bridge,The Brittish ruling class were involved in which movement?,Irish independence,Abolitionist movement.,,0,2.2915358543395996,0.0,0,1037,676
5ae379ed5542992e3233c41c,hard,bridge,"Country living is a magazine that features  Lifestyle and home content,what Ohio town made their 2012 “50 Things To Do This Summer in 50 States” list ?","Dayton, Ohio","Athens, Ohio.",,0,1.9787471294403076,0.0,0,838,427
5a7b8f9c554299294a54a9fa,medium,comparison,"Which board game was centered around the construction of a railroad track: Monopoly Junior, or TransAmerica? ",TransAmerica,TransAmerica.,,1,1.9925479888916016,0.0,0,887,495
5ac2c0d75542990b17b1547c,hard,bridge,The Black Windmill is a film produced by a man best known for coproducing what? ,Jaws,"""The Gorgon"".",,0,1.9273338317871094,0.0,0,723,348
5ac2d70455429921a00ab061,medium,comparison,Are both Tonka and The Happiest Millionaire names of films?,yes,Yes.,,1,1.6006450653076172,0.0,0,714,329
5a9087fa55429933b8a20539,medium,comparison,Were both Roger Corman and Jonas Mekas Lithuanian?,no,No,,1,1.536290168762207,0.0,0,730,364
5ade704d5542997c77adee2c,easy,comparison,"Deacon Blue and The National, are bands that have which mutual genre?",rock,Alternative rock.,,1,1.5500941276550293,0.0,0,709,334
5a8cb17a554299240d9c21e0,hard,bridge, Liam Aiken played Klaus Baudelaire in a 2004 film directed by who?,Brad Silberling,Jim Carrey.,,0,1.4694230556488037,0.0,0,661,332
5a81b6785542995ce29dcc44,hard,comparison,Is Berea College of the University of Delaware further west?,Berea College,Berea College is further west.,,1,1.52162504196167,0.0,0,695,356
5abc97d455429959677d6ac3,medium,comparison,Are both Veridia and Digital Summer rock bands ?,yes,Yes.,,1,1.4158692359924316,0.0,0,733,365
5a83cf5d5542996488c2e4e1,medium,comparison,"Which breed of dog is from Scotland, the Pharaoh Hound or the Cairn Terrier?",Cairn Terrier,Cairn Terrier.,,1,1.3215820789337158,0.0,0,720,329
5abbc9ed55429931dba14531,hard,bridge,"When were the Detroit Music Awards, which feature some of Detroit's most notable musical artists like Bob Seger, initially proposed?",1988,1991.,,0,2.5675790309906006,0.0,0,910,520
5a78d4ea554299029c4b5eae,easy,comparison,"Bob Geldof and Boy George, have which occupation in common?",singer-songwriter,Musician.,,0,2.0837771892547607,0.0,0,717,355
5a84b68c5542994c784dda17,hard,comparison,What country does Macross Frontier and Mai Mai Miracle originate from? ,Japan,Japan.,,1,1.9425218105316162,0.0,0,805,425
5a7277d75542994cef4bc2b9,hard,comparison,Toy Story 3 and The Apple Dumpling Gang Rides Again are both what kind of movie?,a sequel,Western comedies.,,0,1.9563791751861572,0.0,0,832,431
5ac4bcbc554299076e296dee,easy,comparison,What do Reptiles and Chic have in common?,magazine,Scales.,,0,1.880431890487671,0.0,0,729,383
5a7942b2554299029c4b5f3f,easy,comparison,"Natalia Ginzburg and Lytton Strachey, have which occupation in common?",writer,author,,0,2.054203987121582,0.0,0,863,499
5a7a32535542990783324eb5,easy,comparison,"Museum of Illumination and Heating Appliances and Vasat Atik Ali Pasha Mosque,  are located in Istanbul, in which country?",Turkey,Turkey.,,1,1.8132591247558594,0.0,0,879,466
5adcc9d05542994ed6169c05,hard,comparison,Which is a biger species of plant Scrophularia or Callicarpa?,Scrophularia,Scrophularia.,,1,60.49258518218994,0.0,0,764,394
5a735dc355429901807db006,hard,comparison,"McDull, Kung Fu Kindergarten and  Pokémon: Arceus and the Jewel of Life where both released on what year?",2009,2009,,1,1.5183491706848145,0.0,0,769,358
5a7e895c55429949594199f9,easy,comparison,"What is the third Disney animated feature film, Fantasia or Jungle Cruise?",Fantasia,Bambi.,,0,3.057192802429199,0.0,0,1274,894
5a84bcbe5542997b5ce3ff47,hard,comparison,Do tennis players Martina Navratilova and Wesley Moodie share the same nationality?,no,No.,,1,1.2626721858978271,0.0,0,754,363
5a8b84f15542997f31a41d5e,easy,comparison,Are Ptychosperma and Leontopodium genera?,yes,Yes.,,1,1.4961390495300293,0.0,0,769,404
5a8745d95542994846c1cd43,easy,comparison,"Scott Derrickson and Umberto Lenzi, have which mutual occupation?",film director,"Film directors, specifically in the horror genre.",,1,1.7214410305023193,0.0,0,807,438
5a8ca8305542996e8ac88b08,easy,comparison,"who is the lead singer of the Belgian band K's Choice, Marcus Cooper or Sarah Bettens ?",Sarah Bettens,Sarah Bettens.,,1,1.585036039352417,0.0,0,806,410
5a7a0dd05542990783324e18,hard,comparison,"Which band was formed first, Counting Crows or Belle and Sebastian?",Counting Crows,Counting Crows.,,1,1.338296890258789,0.0,0,718,340
5ab971d1554299131ca42338,easy,comparison,"Longyan and Jurong, Jiangsu are both located in which country?",China,China,,1,1.474256992340088,0.0,0,759,373
5adde1e65542997dc7907086,hard,comparison,Who is more popular among Martin Flavin and William March ?,Martin Archer Flavin,Martin Flavin.,,0,1.8670029640197754,0.0,0,844,475
5a87d2185542993e715abfe1,hard,comparison,Are both Brachychiton and Colchicum found on the same continent?,no,"Yes, Asia.",,0,1.6156060695648193,0.0,0,729,363
5a88b9825542993e715ac084,easy,comparison,"KO Magazine and Pro Wrestling Illustrated, are located in which country?",United States,United States.,,1,1.940981149673462,0.0,0,697,328
5ae4a35b5542995ad6573de9,hard,comparison,What type of university are both University of Massachusetts Lowell and New Mexico State University?,research,public research universities.,,1,1.5423879623413086,0.0,0,700,316
5ae332305542990afbd1e0d6,hard,comparison,What do Munto and Macross Frontier have in common?,animated television series,"Japanese anime television series, science fiction anime series, and being produced by Studio Gonzo.",,0,1.8543901443481445,0.0,0,791,462
5a83c7aa554299123d8c21b5,easy,comparison,"Barclay Tower and The Epic, are located in which city?",New York City,Miami.,,0,1.8581328392028809,0.0,0,885,519
5ab733ef5542993667793f88,easy,comparison,What do Constantine Maroulis and Feargal Sharkey have in common? ,singer,Both singers who have been contestants on reality TV singing competitions.,,1,1.9332222938537598,0.0,0,873,542
5a7e42e15542991319bc9456,easy,comparison,"Lindsay Anderson and Alfonso Cuarón, share which common industry occupation?",director,Film directors.,,1,1.5655272006988525,0.0,0,750,361
5ae58f0d5542993aec5ec1be,easy,comparison,"Are ""Woman's World"" and ""The Delineator"" both American women's magazines?",yes,Yes.,,1,1.6284990310668945,0.0,0,784,400
5a712fcc5542994082a3e642,hard,comparison,"Who is older, Bob Bryan or Mariaan de Swardt?",Mariaan de Swardt,Mariaan de Swardt.,,1,1.4315428733825684,0.0,0,701,326
5a7608f8554299109176e621,hard,comparison,"Which man who went into space was born first, Dirk Frimout or Franz Viehböck?",Dirk Dries David Damiaan,Franz Viehböck.,,0,1.562373161315918,0.0,0,763,383
